sentence,dataset_id,llm_flag
Proteomics The plasma proteome was quantified for 110 samples from 6 different time points (3 in year 1 and 3 in year 2) but data from 61 at time point 1 were used in these analyses due to missing samples.,Missing,yes
Available from: 10.7937/K9/TCIA.2015.U1X8A5NR.,https://doi.org/10.7937/k9/tcia.2015.u1x8a5nr,yes
"Data source location Marine sediment cores (PC10 and MC14) • Collection Date: 14 Jan 2020 • Latitude: 39°38.2465’S (-39.6374) • Longitude: 14°28.4717’E (14.4822) • Water depth: 4,604 m Radiocarbon analyses • Institution: Atmosphere and Ocean Research Institute, The University of Tokyo • City: Kashiwa, Chiba • Country: Japan Oxygen and carbon isotope analyses, coarse fraction of PC10 • Institution: Center for Advanced Marine Core Research, Kochi University • City: Nankoku, Kochi • Country: Japan Data accessibility Repository name: PANGAEA [1] Data identification number: 10.1594/PANGAEA.949117 Direct URL to data: https://doi.org/10.1594/PANGAEA.949117 Value of the Data • The age model of marine sediment cores is a prerequisite for relevant studies using this material.",https://doi.org/10.1594/pangaea.949117,yes
References 1 Kubota K. Tanabe R. Ikehara M. Kozaka Y. Seike K. Miyairi Y. Yokoyama Y. Dataset used to obtain an age model of marine sediment core KH19-6 Leg 4 PC10/MC14 from the Agulhas Ridge in the South Atlantic Ocean PANGAEA 2022 10.1594/PANGAEA.949117 2 Hodell D.A.,https://doi.org/10.1594/pangaea.949117,yes
"[11] [12] Data source location Island of La Palma (-18.0°E to -17.7°E, 28.44°N to 28.86°N) Data accessibility Repository name: IDW interpolation dataset of tephra deposition following the 2021 Tajogaite volcanic eruption on La Palma, Canary Islands, Spain 10.5281/zenodo.8338991 https://doi.org/10.5281/zenodo.8338991 Related research article Weiser, F., Walentowitz, A., Baumann, E., Shatto, C., Guerrero-Campos, M., Jentsch, A., Nogales, M., Medina, F. M., & Beierkuhnlein, C. Combining in-situ monitoring and remote sensing to detect spatial patterns of volcanic sulphur impact on pine needles.",https://doi.org/10.5281/zenodo.8338991,yes
Base model Accuracy F1-score Precision Recall Jaccard VGG16 0.9200 0.9200 0.9200 0.9200 0.8519 VGG19 0.9300 0.9299 0.9316 0.9300 0.8691 MobileNetV2 0.8100 0.8098 0.8111 0.8100 0.6805 InceptionResNetV2 0.8100 0.8095 0.8131 0.8100 0.6801 InceptionV3 0.8400 0.8394 0.8450 0.8400 0.7234 Xception 0.7900 0.7852 0.8187 0.7900 0.6475 Dataset download link: https://doi.org/10.5281/zenodo.8014150.,https://doi.org/10.5281/zenodo.8014150,yes
"S Katsigiannis S Seyedzadeh A Agapiou N Ramzan 10.5281/zenodo.8014150 Brickwork cracks dataset 2023 S. Katsigiannis, S. Seyedzadeh, A. Agapiou, N. Ramzan, Brickwork cracks dataset, 2023, http://dx.doi.org/10.5281/zenodo.8014150.",https://doi.org/10.5281/zenodo.8014150,yes
Base model Accuracy F1-score Precision Recall Jaccard VGG16 0.9200 0.9200 0.9200 0.9200 0.8519 VGG19 0.9300 0.9299 0.9316 0.9300 0.8691 MobileNetV2 0.8100 0.8098 0.8111 0.8100 0.6805 InceptionResNetV2 0.8100 0.8095 0.8131 0.8100 0.6801 InceptionV3 0.8400 0.8394 0.8450 0.8400 0.7234 Xception 0.7900 0.7852 0.8187 0.7900 0.6475 Dataset download link: https://doi.org/10.5281/zenodo.8014150.,https://doi.org/10.5281/zenodo.8014150,yes
"S Katsigiannis S Seyedzadeh A Agapiou N Ramzan 10.5281/zenodo.8014150 Brickwork cracks dataset 2023 S. Katsigiannis, S. Seyedzadeh, A. Agapiou, N. Ramzan, Brickwork cracks dataset, 2023, http://dx.doi.org/10.5281/zenodo.8014150.",https://doi.org/10.5281/zenodo.8014150,yes
"For instance, osteosarcoma HOS cells resistant to JQ1 display increased levels of BRD2 and BRD4 concurrent with a reduction of BRD3 when compared to matched JQ1-sensitive control cells, highlighting that increased BRD3 function does not promote cell growth in this system and that its inhibition may have undesirable consequences ( Lamoureux et al., 2014 Shu et al., 2016 Nowak et al., 2018 STAR★Methods Key Resources Table REAGENT or RESOURCE SOURCE IDENTIFIER Antibodies Rabbit anti-BRD2 Sigma HPA042816; RRID: AB_10794766 Rabbit anti-BRD2 Bethyl A302-583A; RRID: AB_2034829 Mouse anti-BRD3 Abcam Ab50818; RRID: AB_868478 Rabbit anti-BRD3 Bethyl A310-859A Rabbit anti-BRD4 Bethyl A301-985; RRID: AB_1576498 Rabbit anti-BRD9 Bethyl A303-781A; RRID: AB_11218396 Mouse anti-FLAG epitope Sigma F3165; RRID: AB_259529 Rabbit anti-GFP Abcam Ab290; RRID: AB_303395 Rabbit anti-TCOF1 Sigma HPA038237; RRID: AB_10670660 Mouse anti-Tubulin DSHB at University of Iowa E7; RRID: AB_528499 Rabbit anti-Fibrillarin Cell Signaling Technologies 2639; RRID: AB_2278087 Rabbit anti-cMyc Cell Signaling Technologies 5605; RRID: AB_1903938 Mouse anti-HSP90a/b Santa Cruz Biotechnology Sc-13119; RRID: AB_675659 Rabbit anti-p21 Waf1/Cip1 Cell Signaling Technologies 2946; RRID: AB_2260325 Mouse anti-SMARCC1 (BAF155) Santa Cruz Biotechnology Sc-10756; RRID: AB_2191997 Rabbit anti-MBP epitope New England BioLabs E8032S Rabbit anti-Histone H3 Abcam Ab1791; RRID: AB_302613 Rabbit anti-Histone H4 EMD Millipore 05-858; RRID: AB_390138 Rabbit anti-TP53 Cell Signaling Technologies 2527; RRID: AB_331211 Rabbit anti-RAD50 Cell Signaling Technologies 3427; RRID: AB_2176936 Rabbit anti-CDK9 Cell Signaling Technologies 2316; RRID: AB_2291505 Rabbit anti-CK2a and CK2a’ David Litchfield lab at the University of Western Ontario N/A Rabbit anti-CK2b David Litchfield lab at the University of Western Ontario N/A Donkey anti-rabbit coupled to HRP GE Healthcare Life Science NA934 Sheep anti-Mouse coupled to HRP GE Healthcare Life Science NA931; RRID: AB_772210 Streptavidin coupled to HRP GE Healthcare Life Science GERPN1231-2ML Goat anti-rabbit coupled to Alexa Fluor 488 Invitrogen A11008; RRID: AB_143165 Goat anti-rabbit coupled to Alexa Fluor 555 Invitrogen A-21428; RRID: AB_141784 Goat anti-mouse coupled to Alexa Fluor 488 Invitrogen A11001 Goat anti-mouse coupled to Alexa Fluor 555 Invitrogen A21422; RRID: AB_2535844 His-tag Antibody HPR conjugated Novagen, distributed by Merck-Millipore 71841 Bacterial and Virus Strains E.coli BL21(DE3)R3-pRARE2 Opher Gileadi Savitsky et al., 2010 Mach1 cells Invitrogen C862003 Chemicals, Peptides, and Recombinant Proteins magnetic anti-FLAG M2 beads Sigma-Aldrich M8823; RRID: AB_2637089 streptavidin-Sepharose bead GE Healthcare 17-5113-01 MyOne Streptavidin C1 Dynabeads Invitrogen 65002 Protease Inhibitor Cocktail Sigma-Aldrich P8340 Benzonase EMD CA80601-766 Trypsin Sigma-Aldrich T6567 (+) JQ1 ChemPartner, Shanghai China, http://www.chempartner.com/ Filippakopoulos et al., 2010 (-) JQ1 ChemPartner, Shanghai China, http://www.chempartner.com/ Filippakopoulos et al., 2010 Dynabeads Protein A for Immunoprecipitation Invitrogen 10002D Peptides used for biophysical studies This study Table S1 Critical Commercial Assays Click-iT RNA Alexa Fluor 594 imaging kit Molecular Probes C10330 Deposited Data Original imaging data (SPOT arrays, microscopy, and western blots) presented in this study This paper; Mendeley Data https://doi.org/10.17632/xtb4mkvf8f.1 Original imaging data (western blots) This paper; Mendeley Data https://doi.org/10.17632/jb4jjxsbb7.1 Original imaging data (Live-cell imaging) This paper; Mendeley Data https://dx.doi.org/10.17632/fzvwgpjx88.1 MS data of BET JQ1 AP-MS time-course https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000081006 MS data of BRD3 mutant BioID https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000081001 MS data of BRD9 fragment AP-MS https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000080981 MS data of rBRD4 domain pull-down dataset https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000080986 MS data of BET ΔET AP-MS dataset https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000080988 MS data of endogenous BET IP-MS HEK293 https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000082857 MS data of endogenous BET IP-MS K562 https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp MSV000082859 AP-MS and BioID dataset in searchable format https://prohits-web.lunenfeld.ca/ Project 40 (BET rewiring) Crystal structure of BRD4/BD1 with an H3 (K9ac/K14ac) peptide This paper; http://www.pdb.org PDB: 5NNC Crystal structure of BRD4/BD1 with an H3 (K9ac/pS10/K14ac) peptide This paper; http://www.pdb.org PDB: 5NND Crystal structure of BRD4/BD1 with a TOP2A (K1201ac/K1204ac) peptide This paper; http://www.pdb.org PDB: 5NNE Crystal structure of BRD4/BD1 with a BAZ1B (K221ac) peptide This paper; http://www.pdb.org PDB: 5NNF Crystal structure of BRD4/BD1 with an SRPK1 (K585ac) peptide This paper; http://www.pdb.org PDB: 5NNG Crystal structure of BRD4/BD1 with an ATRX (K1030ac/K1033ac) peptide This paper; http://www.pdb.org PDB: 6G0O Crystal structure of BRD4/BD1 with an E2F1 (K117ac/K120ac) peptide This paper; http://www.pdb.org PDB: 6G0P Crystal structure of BRD4/BD1 with a GATA1 (K312ac/K315ac) peptide This paper; http://www.pdb.org PDB: 6G0Q Crystal structure of BRD4/BD1 with a POL2RA (K775ac/K778ac) peptide This paper; http://www.pdb.org PDB: 6G0R Crystal structure of BRD4/BD1 with a SIRT7 (K272ac/K275ac) peptide This paper; http://www.pdb.org PDB: 6G0S Small-angle scattering data and models of tandem BRD2 BD1/BD2 This paper, https://www.sasbdb.org SASDCT2 Small-angle scattering data and models of tandem BRD3 BD1/BD2 This paper, https://www.sasbdb.org SASDCS2 Small-angle scattering data and models of tandem BRD4 BD1/BD2 This paper, https://www.sasbdb.org SASDCR2 Small-angle scattering data and models of tandem BRDT BD1/BD2 This paper, https://www.sasbdb.org SASDCU2 ChIP-seq data of BRD3 WT and BRD3 BD(1:2)mut This paper, https://www.ebi.ac.uk/arrayexpress E-MTAB-5670 ChIP-seq data in U2-OS for H3K27ac, H3K4me3, and H3K4me1 https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE44672 ChIP-seq of TCOF1 in HeLa https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE89420 BRD4 ChIP-seq in mouse embryonic stem cells (mESCs) https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE69140 CHD4 ChIP-seq in mouse embryonic stem cells (mESCs) https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE61188 BRD4 ChIP-seq in mouse leukemic cells https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE52279 BRD9 ChIP-seq in mouse leukemic cells https://www.ncbi.nlm.nih.gov/geo/ GEO: GSE79360 DNaseI peaks from Encode http://hgdownload.soe.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodePsuDnase/ wgEncodePsuDnaseG1eS129ME0PkRep1.narrowPeak.gz Encode blacklist regions (hg19) https://sites.google.com/site/anshulkundaje/projects/blacklists hg19/GRCh37 CERES dataset Meyers et al., 2017 Table S3 RefSeq database (v. 57 (01/30/2013)) NCBI N/A Common mass spectrometry contaminants Max Planck Institute http://141.61.102.106:8080/share.cgi?ssid=0f2gfuB Global Proteome Machine Beavis, 2006 https://www.thegpm.org/crap/index.html BioGRID (version 3.4.157 (01/25/2018)) https://thebiogrid.org/ RRID: SCR_007393 PhosphoSitePlus: Protein Modification Site (June 2016 version) https://www.phosphosite.org/ RRID: SCR_001837 Uniprot/SwissProt (April 2017 version) https://www.uniprot.org/ RRID: SCR_002380 Experimental Models: Cell Lines HEK293 Flp-In T-REx Invitrogen R780-07 U-2 OS Flp-In T-REx Dr. Patrick Meraldi from ETH Zurich LTRI cell line ID C971 HeLa ATCC CCL-2 K562 Mark Minden CCL-243 Oligonucleotides ChIP-qPCR primers This study Table S1 ON-TARGETplus siRNA targeting BRD3 (1) Dharmacon J-004936-05-0002 ON-TARGETplus siRNA targeting BRD3 (2) Dharmacon J-004936-06-0002 ON-TARGETplus siRNA targeting BRD3 (3) Dharmacon J-004936-07-0002 ON-TARGETplus siRNA targeting BRD3 (4) Dharmacon J-004936-08-0002 ON-TARGETplus siRNA targeting TCOF1 (1) Dharmacon J-012550-05-0002 ON-TARGETplus siRNA targeting TCOF1 (2) Dharmacon J-012550-06-0002 ON-TARGETplus siRNA targeting TCOF1 (3) Dharmacon J-012550-07-0002 ON-TARGETplus siRNA targeting TCOF1 (4) Dharmacon J-012550-08-0002 Primers employed for cloning This study Table S1 Recombinant DNA pDEST 5′ 3x-FLAG-pcDNA5-FRT-TO Lambert et al., 2015 LTRI vector ID V4978 pDEST 5′ BirA ∗ Lambert et al., 2015 LTRI vector ID V8164 pDEST 5′ eGFP-pcDNA5-FRT-TO Lambert et al., 2015 LTRI vector ID V4874 pDESTpMal_c2x-v2 N/A LTRI vector ID V8324 Human BRD4 (NP_490597.1) cDNA codon optimized FivePrime N/A Mouse Brd9 (NP_001019679.2) cDNA MGC (Mammalian Gene Collection) LTRI vector ID V7333 Human BRD3 (NP_031397.1) cDNA Picaud et al., 2013 N/A Human WHSC1L1 (NP _075447.1) cDNA MGC (Mammalian Gene Collection) BC101717; IMAGE ID:8069223 Human ZNF592 (NP_055445.2) cDNA MGC (Mammalian Gene Collection) BC112232; IMAGE ID:8327700 pNIC28-Bsa4 Savitsky et al., 2010 N/A Software and Algorithms MS data storage and analysis: ProHits (v.4.0) Liu et al., 2016 http://prohitsms.comProhits_download/list.php ProteoWizard (v3.0.4468) http://proteowizard.sourceforge.net/ N/A AB SCIEX MS Data Converter (V1.3 beta) N/A Mascot (version 2.3.02) http://www.matrixscience.com RRID: SCR_014322 Comet (version 2012.02 rev.0) Eng et al., 2013 http://comet-ms.sourceforge.net/ MS-GFDB (Beta version 1.0072 (6/30/2014)) Kim et al., 2010 N/A G:Profiler https://biit.cs.ut.ee/gprofiler/ RRID: SCR_006809 MS Data: Independent Acquisition analysis: MSPLIT-DIA (v.1.0) Wang et al., 2015 http://proteomics.ucsd.edu/software-tools/msplit-dia/ MS data: Significance Analysis of INTeractome analysis (SAINT v.3.3) Choi et al., 2011 http://saint-apms.sourceforge.net/ MS data visualization: ProHits-Viz Knight et al., 2017 https://prohits-viz.lunenfeld.ca/ Network visualization: Cytoscape (v.3.5.1) https://cytoscape.org/ RRID: SCR_003032 Mass Hunter WorkStation Qualitative Analysis (v.B.06.00) Agilent Technologies, Palo Alto, CA https://www.agilent.com/en/products/software-informatics/masshunter-suite/masshunter-qualitative-analysis-gcms Image analysis: MATLAB scripts This study N/A WebLogo http://weblogo.berkeley.edu RRID: SCR_010236 Harmony analysis software (v.4.1) PerkinElmer http://www.perkinelmer.com/product/harmony-4-8-office-hh17000001 ImageJ (FiJi v.1.51w) https://imagej.net/Fiji/Downloads RRID: SCR_003070 Kodak 1D Scientific Imaging System (v.3.6.2) Kodak N/A INTAVIS RSi Spotter MultiPep (v.4.0.34) INTAVIS Bioanalytical Instruments https://intavis.com/ OriginPro (v.7.5 & v.9.4) https://www.originlab.com/Origin RRID: SCR_014212 SEDFIT (v.15.01) Schuck, 2000 http://www.analyticalultracentrifugation.com/download.htm Sednterp (v.1.08) http://www.jphilo.mailway.com/download.htm RRID: SCR_016253 MACS2 (v.2.1.0.20151222) Liu Lab https://github.com/taoliu/MACS/ Ngs.plot (v.2.6.3) https://github.com/shenlab-sinai/ngsplot RRID: SCR_011795 seqMINER (v.1.3.3) https://sourceforge.net/projects/seqminer/ RRID: SCR_013020 softWoRx (v.5.0) Applied Precision https://www.bioz.com/search/applied%20precision%20softworx%20imaging%20software deepTools (v.2.0) https://deeptools.readthedocs.io/en/develop/ RRID: SCR_016366 GAT Heger et al., 2013 https://github.com/AndreasHeger/gat Bedtools (2.26) Quinlan laboratory https://bedtools.readthedocs.io/en/latest/ Bowtie 2 (v.2.2.3.4.1) http://bowtie-bio.sourceforge.net/bowtie2/index.shtml RRID: SCR_016368 Trimmomatic (v.0.36) http://www.usadellab.org/cms/?page=trimmomatic RRID: SCR_011848 Bwa (v.0.7.8) Li and Durbin, 2009 http://bio-bwa.sourceforge.net/ SCR_010910 Sushi (v.1.16.0) Phanstiel et al., 2014 https://www.bioconductor.org/packages/release/bioc/html/Sushi.html SRA toolkit (v.2.9.0) NCBI https://www.ncbi.nlm.nih.gov/sra/docs/toolkitsoft/ ChromHMM (v.1.17) Ernst and Kellis, 2012 http://compbio.mit.edu/ChromHMM/ Expasy ProtParam https://www.expasy.org/tools/protparam.html RRID: SCR_012880 R Project for Statistical Computing (v.3.5) https://www.r-project.org/ RRID: SCR_001905 PyMOL, (v.1.8) https://pymol.org/2/ RRID: SCR_000305 XDS Program Package (built 20180126) Kabsch, 2010 http://xds.mpimf-heidelberg.mpg.de/ SCR_015652 CCP4 Suite (v.6.5 & v.7.0) Winn et al., 2011 RRID: SCR_007255 ARP/wARP (v.7.0) Perrakis et al., 1999 http://www.embl-hamburg.de/ARP/ Coot (v.0.8) https://www2.mrc-lmb.cam.ac.uk/personal/pemsley/coot/ RRID: SCR_014222 MolProbity (v.3.0) http://molprobity.biochem.duke.edu/ RRID: SCR_014226 Refmac (v.5.1) http://www.ccp4.ac.uk/html/refmac5/description.html RRID: SCR_014225 DAWN Suite (v.2.10.0) Basham et al., 2015 https://dawnsci.org/downloads/ ATSAS Suite (v.2.8) Franke et al., 2017 https://www.embl-hamburg.de/biosaxs/software.html ScÅtter (v.3.1) Robert Rambo at the Diamond Light Source (Didcot, UK) http://www.bioisis.net/tutorial/9 Contact for Reagent and Resource Sharing Further information and requests for resources and reagents should be directed to the Lead Contact, Panagis Filippakopoulos ( panagis.filippakopoulos@sgc.ox.ac.uk Experimental Model and Subject Details Cell Lines Flp-In T-REx HEK293 cells (female; Invitrogen), Flp-In T-REx U-2 OS (female; P. Meraldi) or HeLa (female; ATCC) cells were grown in DMEM + 10% FBS (or 5% FBS and 5% calf serum for Flp-In T-REx HEK293 cells) containing penicillin and streptomycin.",https://doi.org/10.17632/jb4jjxsbb7.1,no
